"Country Abbreviation","Country","Year","Births per 1000 People","Deaths per 1000 People","population"
"AFG","Afghanistan","1999","1.96010000000000E+01","5.13730000000000E+01","2.52152518560959E+07"
"AFG","Afghanistan","2000","1.92550000000000E+01","5.06470000000000E+01","2.59508155000000E+07"
"AFG","Afghanistan","2001","1.89030000000000E+01","4.98370000000000E+01","2.66974301936090E+07"
"AFG","Afghanistan","2002","1.85550000000000E+01","4.89980000000000E+01","2.74655252719371E+07"
"AFG","Afghanistan","2003","1.82160000000000E+01","4.81760000000000E+01","2.82557187337078E+07"
"AFG","Afghanistan","2004","1.78890000000000E+01","4.73990000000000E+01","2.90686463576999E+07"
"AFG","Afghanistan","2005","1.75700000000000E+01","4.66820000000000E+01","2.99049622142857E+07"
"AFG","Afghanistan","2006","1.72550000000000E+01","4.60240000000000E+01","3.07516614094588E+07"
"AFG","Afghanistan","2007","1.69350000000000E+01","4.54040000000000E+01","3.16223331989448E+07"
"AFG","Afghanistan","2008","1.66070000000000E+01","4.48030000000000E+01","3.25176563188065E+07"
"GBR","United Kingdom","1975","1.18000000000000E+01","1.24000000000000E+01","5.62258000000000E+07"
"GBR","United Kingdom","1976","1.21000000000000E+01","1.20000000000000E+01","5.62119680000000E+07"
"GBR","United Kingdom","1977","1.17000000000000E+01","1.17000000000000E+01","5.61934920000000E+07"
"GBR","United Kingdom","1978","1.19000000000000E+01","1.22000000000000E+01","5.61965040000000E+07"
"GBR","United Kingdom","1979","1.20000000000000E+01","1.31000000000000E+01","5.62469510000000E+07"
"GBR","United Kingdom","1980","1.17000000000000E+01","1.34000000000000E+01","5.63142160000000E+07"
"GBR","United Kingdom","1981","1.17000000000000E+01","1.30000000000000E+01","5.63338290000000E+07"
"GBR","United Kingdom","1982","1.18000000000000E+01","1.28000000000000E+01","5.63136410000000E+07"
"GBR","United Kingdom","1983","1.17000000000000E+01","1.28000000000000E+01","5.63328480000000E+07"
"GBR","United Kingdom","1984","1.14000000000000E+01","1.29000000000000E+01","5.64220720000000E+07"
"GBR","United Kingdom","1985","1.18000000000000E+01","1.33000000000000E+01","5.65502680000000E+07"
"GBR","United Kingdom","1986","1.17000000000000E+01","1.33000000000000E+01","5.66813960000000E+07"
"GBR","United Kingdom","1987","1.13000000000000E+01","1.36000000000000E+01","5.68020500000000E+07"
"GBR","United Kingdom","1988","1.13000000000000E+01","1.38000000000000E+01","5.69283270000000E+07"
"GBR","United Kingdom","1989","1.15000000000000E+01","1.36000000000000E+01","5.70767110000000E+07"
"GBR","United Kingdom","1990","1.11000000000000E+01","1.39000000000000E+01","5.72475860000000E+07"
"GBR","United Kingdom","1991","1.12000000000000E+01","1.37000000000000E+01","5.74248970000000E+07"
"GBR","United Kingdom","1992","1.10000000000000E+01","1.35000000000000E+01","5.75804020000000E+07"
"GBR","United Kingdom","1993","1.13000000000000E+01","1.31000000000000E+01","5.77186140000000E+07"
"GBR","United Kingdom","1994","1.07000000000000E+01","1.29000000000000E+01","5.78657450000000E+07"
"GBR","United Kingdom","1995","1.10000000000000E+01","1.25000000000000E+01","5.80190300000000E+07"
"SAU","Saudi Arabia","1975","1.16500000000000E+01","4.53100000000000E+01","7.34463800000000E+06"
"SAU","Saudi Arabia","1976","1.09850000000000E+01","4.49070000000000E+01","7.75607200000000E+06"
"SAU","Saudi Arabia","1977","1.03420000000000E+01","4.45300000000000E+01","8.20052300000000E+06"
"SAU","Saudi Arabia","1978","9.72800000000000E+00","4.41920000000000E+01","8.68465100000000E+06"
"SAU","Saudi Arabia","1979","9.14800000000000E+00","4.38830000000000E+01","9.21701900000000E+06"
"SAU","Saudi Arabia","1980","8.60700000000000E+00","4.35730000000000E+01","9.80147500000000E+06"
"SAU","Saudi Arabia","1981","8.10900000000000E+00","4.32180000000000E+01","1.04408520000000E+07"
"SAU","Saudi Arabia","1982","7.65100000000000E+00","4.27740000000000E+01","1.11265700000000E+07"
"SAU","Saudi Arabia","1983","7.23200000000000E+00","4.22120000000000E+01","1.18367620000000E+07"
"SAU","Saudi Arabia","1984","6.85200000000000E+00","4.15250000000000E+01","1.25420980000000E+07"
"SAU","Saudi Arabia","1985","6.50800000000000E+00","4.07160000000000E+01","1.32204790000000E+07"
"SAU","Saudi Arabia","1986","6.20000000000000E+00","3.98010000000000E+01","1.38622130000000E+07"
"SAU","Saudi Arabia","1987","5.92300000000000E+00","3.88200000000000E+01","1.44692980000000E+07"
"SAU","Saudi Arabia","1988","5.67600000000000E+00","3.78120000000000E+01","1.50457090000000E+07"
"SAU","Saudi Arabia","1989","5.45400000000000E+00","3.68030000000000E+01","1.56003140000000E+07"
"SAU","Saudi Arabia","1990","5.25900000000000E+00","3.58220000000000E+01","1.61390530000000E+07"
"SAU","Saudi Arabia","1991","5.09000000000000E+00","3.48910000000000E+01","1.66697640000000E+07"
"SAU","Saudi Arabia","1992","4.94800000000000E+00","3.40110000000000E+01","1.71890750000000E+07"
"SAU","Saudi Arabia","1993","4.83000000000000E+00","3.31780000000000E+01","1.76797200000000E+07"
"SAU","Saudi Arabia","1994","4.73200000000000E+00","3.23860000000000E+01","1.81179690000000E+07"
"SAU","Saudi Arabia","1995","4.65000000000000E+00","3.16090000000000E+01","1.84918450000000E+07"
"SAU","Saudi Arabia","1996","4.57800000000000E+00","3.08110000000000E+01","1.87864670000000E+07"
"SAU","Saudi Arabia","1997","4.51200000000000E+00","2.99660000000000E+01","1.90206390000000E+07"
"SAU","Saudi Arabia","1998","4.44800000000000E+00","2.90650000000000E+01","1.92566490000000E+07"
"SAU","Saudi Arabia","1999","4.38300000000000E+00","2.81160000000000E+01","1.95789230000000E+07"
"SAU","Saudi Arabia","2000","4.31500000000000E+00","2.71400000000000E+01","2.00452760000000E+07"
"SAU","Saudi Arabia","2001","4.24200000000000E+00","2.61720000000000E+01","2.06815760000000E+07"
"SAU","Saudi Arabia","2002","4.16900000000000E+00","2.52530000000000E+01","2.14630720000000E+07"
"SAU","Saudi Arabia","2003","4.09600000000000E+00","2.44200000000000E+01","2.23343710000000E+07"
